,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
1171,2013,UTAH,Total all ages,0,0,131389,0,1014,18253,2064,177,0,0,164,850,1496,52454,64,10317,1103,365,936,4361,13377,4076,9038,26,1423,729,977,3,16721,6930,33,371,1068,0,55,3161,1114
1172,2013,UTAH,Over 18,0,0,113398,0,621,14191,1807,169,0,0,118,503,1336,47471,27,8786,862,265,0,3058,11661,3939,8953,23,1404,716,919,3,13037,5762,32,321,926,0,26,2187,894
1173,2014,UTAH,Under 18,2858405,118,16659,0,382,3818,260,31,0,0,59,323,153,4447,46,1469,229,105,914,1014,1784,143,156,2,23,7,39,0,3438,935,2,46,94,2,18,955,225
1174,2014,UTAH,Total all ages,0,0,118405,0,1043,19420,2206,193,0,0,235,808,1488,40335,84,9833,1098,410,914,3615,14630,4219,8063,31,1274,723,1026,0,17828,5981,43,440,998,3,74,2979,1080
1175,2014,UTAH,Over 18,0,0,101746,0,661,15602,1946,162,0,0,176,485,1335,35888,38,8364,869,305,0,2601,12846,4076,7907,29,1251,716,987,0,14390,5046,41,394,904,1,56,2024,855
1176,2015,UTAH,Under 18,2832325,117,14984,0,337,3463,273,11,0,0,72,265,148,3833,25,1385,201,117,813,932,1671,82,157,4,68,15,48,0,3120,787,2,51,97,2,6,839,233
1177,2015,UTAH,Total all ages,0,0,115453,0,984,19416,2418,190,0,0,244,740,1706,38792,68,9857,1153,450,813,3459,14913,3182,8813,34,1414,722,1051,1,17745,4431,29,439,1081,93,39,2857,1137
1178,2015,UTAH,Over 18,0,0,100469,0,647,15953,2145,179,0,0,172,475,1558,34959,43,8472,952,333,0,2527,13242,3100,8656,30,1346,707,1003,1,14625,3644,27,388,984,91,33,2018,904
1179,2016,UTAH,Under 18,2801231,109,13187,0,289,2740,268,16,0,0,75,214,140,3538,30,1305,165,82,467,807,1786,80,196,0,36,7,30,0,2463,675,2,51,94,2,27,694,205
1180,2016,UTAH,Total all ages,0,0,102988,0,858,16044,2252,191,0,0,258,600,1531,33791,71,8780,935,421,467,2809,15111,2909,8713,21,1297,680,886,4,14617,3860,50,413,1053,5,40,2631,844
1181,2016,UTAH,Over 18,0,0,89801,0,569,13304,1984,175,0,0,183,386,1391,30253,41,7475,770,339,0,2002,13325,2829,8517,21,1261,673,856,4,12154,3185,48,362,959,3,13,1937,639
1182,2017,UTAH,Under 18,2646000,114,11259,0,281,2390,304,10,0,0,64,217,171,2842,30,1110,149,125,356,421,1696,66,143,4,28,10,43,0,2086,708,1,68,106,0,18,652,135
1183,2017,UTAH,Total all ages,0,0,104741,1024,860,14526,2252,379,1024,0,204,656,1596,37023,61,7870,882,519,356,2201,17556,2672,7980,32,1426,746,957,4,13064,3570,48,404,1225,12,38,2364,896
1184,2017,UTAH,Over 18,0,0,93482,1024,579,12136,1948,369,1024,0,140,439,1425,34181,31,6760,733,394,0,1780,15860,2606,7837,28,1398,736,914,4,10978,2862,47,336,1119,12,20,1712,761
1185,2018,UTAH,Under 18,2670944,109,12307,0,338,2523,374,14,0,0,76,262,199,3075,25,1238,148,163,321,354,2258,57,92,4,24,11,43,1,2187,670,6,93,113,1,0,732,140
1186,2018,UTAH,Total all ages,0,0,104886,1280,992,14038,2327,374,1280,0,306,686,1587,35815,62,7972,890,541,321,2280,19562,2677,7119,35,1428,704,1007,1,12545,3826,36,398,940,4,63,2868,839
1187,2018,UTAH,Over 18,0,0,92579,1280,654,11515,1953,360,1280,0,230,424,1388,32740,37,6734,742,378,0,1926,17304,2620,7027,31,1404,693,964,0,10358,3156,30,305,827,3,63,2136,699
1188,2019,UTAH,Under 18,2858860,106,11334,0,312,2330,337,17,0,0,92,220,181,2538,35,1473,182,97,233,330,1968,44,139,10,34,4,50,0,2016,574,5,59,68,0,0,790,175
1189,2019,UTAH,Total all ages,0,0,91685,4928,1033,14165,2619,185,4928,0,340,693,1871,29251,85,8590,869,398,233,2353,14479,2945,5082,48,1617,618,831,3,12813,3240,54,354,898,5,54,2906,870
1190,2019,UTAH,Over 18,0,0,80351,4928,721,11835,2282,168,4928,0,248,473,1690,26713,50,7117,687,301,0,2023,12511,2901,4943,38,1583,614,781,3,10797,2666,49,295,830,5,54,2116,695
1191,2020,UTAH,Under 18,2856632,103,7869,0,183,1423,252,1,0,0,59,124,130,1832,19,863,102,88,202,228,1325,40,208,1,16,2,34,0,1214,546,5,58,89,0,4,588,91
1192,2020,UTAH,Total all ages,0,0,82809,4044,789,11356,2631,69,3712,332,291,498,1935,25269,72,7849,788,438,202,1828,12474,1795,8372,35,1762,493,706,1,10058,2634,60,345,1152,1,36,2778,868
1193,2020,UTAH,Over 18,0,0,74940,4044,606,9933,2379,68,3712,332,232,374,1805,23437,53,6986,686,350,0,1600,11149,1755,8164,34,1746,491,672,1,8844,2088,55,287,1063,1,32,2190,777
1194,2021,UTAH,Under 18,2934855,105,7520,0,214,1380,293,1,0,0,96,118,158,1585,29,975,73,81,287,189,1358,0,89,3,21,4,36,0,1197,403,8,31,61,0,0,637,80
1195,2021,UTAH,Total all ages,0,0,82552,3518,772,10266,2710,50,2752,766,358,414,1978,27493,86,8459,723,374,287,2068,13712,0,7491,17,1457,402,644,0,9083,2426,55,319,938,0,13,2907,798
1196,2021,UTAH,Over 18,0,0,75032,3518,558,8886,2417,49,2752,766,262,296,1820,25908,57,7484,650,293,0,1879,12354,0,7402,14,1436,398,608,0,7886,2023,47,288,877,0,13,2270,718
1197,2013,VERMONT,Under 18,577603,67,779,0,9,144,34,0,0,0,8,1,22,129,8,143,21,16,0,66,67,2,16,0,5,1,2,0,99,84,0,4,9,0,0,64,12
1198,2013,VERMONT,Total all ages,0,0,13418,0,96,1989,510,9,0,0,59,37,414,3538,29,1462,286,60,0,743,1250,3,2476,50,252,58,271,0,1614,243,6,31,177,0,0,328,22
1199,2013,VERMONT,Over 18,0,0,12639,0,87,1845,476,9,0,0,51,36,392,3409,21,1319,265,44,0,677,1183,1,2460,50,247,57,269,0,1515,159,6,27,168,0,0,264,10
1200,2014,VERMONT,Under 18,556859,61,655,0,16,124,31,0,0,0,9,7,20,125,2,141,32,1,0,69,19,0,10,3,4,0,2,0,89,38,0,2,6,0,0,69,7
1201,2014,VERMONT,Total all ages,0,0,11381,0,74,1473,473,14,0,0,41,33,396,3631,14,1262,209,30,0,684,661,1,2189,46,183,36,205,0,1220,103,11,25,108,0,0,261,18
1202,2014,VERMONT,Over 18,0,0,10726,0,58,1349,442,14,0,0,32,26,376,3506,12,1121,177,29,0,615,642,1,2179,43,179,36,203,0,1131,65,11,23,102,0,0,192,11
1203,2015,VERMONT,Under 18,583567,72,614,0,19,104,36,0,0,0,12,7,21,93,4,118,14,6,0,92,29,0,8,3,2,1,3,0,80,40,0,3,6,0,0,64,8
1204,2015,VERMONT,Total all ages,0,0,11183,0,65,1402,472,4,0,0,40,25,390,3703,8,1202,189,29,0,703,610,1,2144,60,145,37,184,0,1176,103,7,35,96,0,0,275,17
1205,2015,VERMONT,Over 18,0,0,10569,0,46,1298,436,4,0,0,28,18,369,3610,4,1084,175,23,0,611,581,1,2136,57,143,36,181,0,1096,63,7,32,90,0,0,211,9
1206,2016,VERMONT,Under 18,348314,46,425,0,14,60,13,0,0,0,4,10,9,64,1,96,13,6,0,67,23,1,8,2,8,0,2,0,40,23,0,0,4,0,0,37,7
1207,2016,VERMONT,Total all ages,0,0,8062,114,57,1049,314,4,114,0,28,29,259,2632,6,812,154,18,0,509,593,1,1474,55,118,20,122,0,871,60,4,23,59,0,0,197,14
1208,2016,VERMONT,Over 18,0,0,7637,114,43,989,301,4,114,0,24,19,250,2568,5,716,141,12,0,442,570,0,1466,53,110,20,120,0,831,37,4,23,55,0,0,160,7
1209,2017,VERMONT,Under 18,600391,72,800,0,21,137,51,0,0,0,14,7,36,125,4,145,33,6,0,100,49,0,18,1,4,2,4,0,94,49,0,1,6,0,0,92,10
1210,2017,VERMONT,Total all ages,0,0,13969,47,103,1683,664,4,47,0,62,41,561,4692,16,1341,268,29,0,823,1137,0,2450,43,174,56,238,0,1370,112,10,31,103,0,0,380,28
1211,2017,VERMONT,Over 18,0,0,13169,47,82,1546,613,4,47,0,48,34,525,4567,12,1196,235,23,0,723,1088,0,2432,42,170,54,234,0,1276,63,10,30,97,0,0,288,18
1212,2018,VERMONT,Under 18,615720,72,702,0,25,100,40,0,0,0,16,9,20,108,4,163,13,9,0,79,38,0,15,2,5,0,8,0,74,45,0,4,3,0,0,75,12
1213,2018,VERMONT,Total all ages,0,0,14334,254,124,1637,684,1,254,0,86,38,549,4972,20,1519,220,54,0,853,902,0,2576,56,201,52,306,0,1343,82,11,38,98,0,0,321,36
1214,2018,VERMONT,Over 18,0,0,13632,254,99,1537,644,1,254,0,70,29,529,4864,16,1356,207,45,0,774,864,0,2561,54,196,52,298,0,1269,37,11,34,95,0,0,246,24
1215,2019,VERMONT,Under 18,622083,80,803,0,23,135,47,0,0,0,15,8,26,103,2,238,42,14,0,101,27,0,15,8,3,0,2,0,77,16,0,6,4,0,0,79,17
1216,2019,VERMONT,Total all ages,0,0,15719,158,131,1984,863,3,158,0,94,37,707,5268,14,1766,256,74,0,941,927,0,2680,58,219,43,317,0,1640,57,10,52,94,0,0,424,38
1217,2019,VERMONT,Over 18,0,0,14916,158,108,1849,816,3,158,0,79,29,681,5165,12,1528,214,60,0,840,900,0,2665,50,216,43,315,0,1563,41,10,46,90,0,0,345,21
1218,2020,VERMONT,Under 18,619602,82,498,0,21,73,37,0,0,0,11,10,23,88,0,125,24,5,0,46,22,0,11,1,0,0,1,0,44,25,0,3,2,0,0,56,1
1219,2020,VERMONT,Total all ages,0,0,11617,64,100,1287,749,1,64,0,66,34,639,3746,29,1483,202,61,0,649,749,0,1957,36,209,39,179,0,995,52,10,34,78,0,0,348,21
1220,2020,VERMONT,Over 18,0,0,11119,64,79,1214,712,1,64,0,55,24,616,3658,29,1358,178,56,0,603,727,0,1946,35,209,39,178,0,951,27,10,31,76,0,0,292,20
1221,2021,VERMONT,Under 18,641185,78,523,0,12,45,40,0,0,0,9,3,31,51,5,136,5,11,0,33,15,0,8,0,4,3,8,0,24,20,0,0,2,0,0,153,2
1222,2021,VERMONT,Total all ages,0,0,9523,146,96,1205,808,5,146,0,72,24,693,2492,25,1449,189,76,0,445,757,0,1346,36,160,34,138,0,915,32,9,34,80,0,0,482,30
1223,2021,VERMONT,Over 18,0,0,9000,146,84,1160,768,5,146,0,63,21,662,2441,20,1313,184,65,0,412,742,0,1338,36,156,31,130,0,891,12,9,34,78,0,0,329,28
1224,2013,VIRGINIA,Under 18,8250187,355,21995,0,235,4490,604,3,0,0,32,203,283,5230,74,3622,651,123,1457,769,2537,159,104,16,45,35,133,2,3642,1316,10,279,129,0,0,840,301
1225,2013,VIRGINIA,Total all ages,0,0,321040,0,1357,37223,6858,862,0,0,326,1031,4447,108073,203,35706,4074,867,1457,4536,39536,28325,25813,1520,2628,1990,6151,58,32079,10353,331,1754,978,0,186,4255,3501
1226,2013,VIRGINIA,Over 18,0,0,299045,0,1122,32733,6254,859,0,0,294,828,4164,102843,129,32084,3423,744,0,3767,36999,28166,25709,1504,2583,1955,6018,56,28437,9037,321,1475,849,0,186,3415,3200
1227,2014,VIRGINIA,Under 18,8219731,356,20131,0,207,4167,699,3,0,0,60,147,338,4909,81,3425,532,164,1122,797,2281,116,86,32,30,25,128,0,3390,1018,11,290,104,0,0,758,284
1228,2014,VIRGINIA,Total all ages,0,0,300102,0,1304,35123,6923,970,0,0,471,833,4583,102959,204,34044,3490,803,1122,4136,36988,26047,23611,1609,2282,1857,5718,50,30626,7628,278,1591,853,0,223,3929,3197
1229,2014,VIRGINIA,Over 18,0,0,279971,0,1097,30956,6224,967,0,0,411,686,4245,98050,123,30619,2958,639,0,3339,34707,25931,23525,1577,2252,1832,5590,50,27236,6610,267,1301,749,0,223,3171,2913
1230,2015,VIRGINIA,Under 18,7925463,397,17151,0,168,3574,603,3,0,0,53,115,273,4122,43,2923,475,134,933,618,1972,142,100,32,27,29,100,1,2922,761,10,267,114,0,0,701,281
1231,2015,VIRGINIA,Total all ages,0,0,268167,0,1122,31971,6247,685,0,0,448,674,4118,94345,164,31504,2833,810,933,3106,33558,21338,20477,1371,1969,1642,5079,23,28164,5340,289,1392,784,0,215,3746,3160
1232,2015,VIRGINIA,Over 18,0,0,251016,0,954,28397,5644,682,0,0,395,559,3845,90223,121,28581,2358,676,0,2488,31586,21196,20377,1339,1942,1613,4979,22,25242,4579,279,1125,670,0,215,3045,2879
1233,2016,VIRGINIA,Under 18,8266632,404,16838,0,191,3907,735,3,0,0,69,122,261,3667,30,2735,504,211,767,490,2068,112,97,37,55,36,129,0,3162,620,20,385,177,0,0,753,328
1234,2016,VIRGINIA,Total all ages,0,0,271921,0,1172,30793,7410,913,0,0,480,692,4824,92341,146,32469,2928,1013,767,2965,39132,20125,20084,1405,1780,1905,5240,20,26706,5223,351,1755,917,0,157,4021,3562
1235,2016,VIRGINIA,Over 18,0,0,255083,0,981,26886,6675,910,0,0,411,570,4563,88674,116,29734,2424,802,0,2475,37064,20013,19987,1368,1725,1869,5111,20,23544,4603,331,1370,740,0,157,3268,3234
1236,2017,VIRGINIA,Under 18,7782044,373,16417,0,196,3553,709,5,0,0,59,137,305,3804,53,2648,463,175,741,501,2217,75,70,32,23,32,133,1,2862,574,24,321,153,0,0,691,318
1237,2017,VIRGINIA,Total all ages,0,0,258878,598,1083,26582,7068,617,598,0,430,653,4668,87392,190,30360,2698,1032,741,2870,42060,17864,19323,1371,1664,1700,4845,25,22662,4852,337,1633,994,0,177,3621,4099
1238,2017,VIRGINIA,Over 18,0,0,242461,598,887,23029,6359,612,598,0,371,516,4363,83588,137,27712,2235,857,0,2369,39843,17789,19253,1339,1641,1668,4712,24,19800,4278,313,1312,841,0,177,2930,3781
1239,2018,VIRGINIA,Under 18,8240312,389,15864,0,199,2994,719,4,0,0,90,109,281,4293,43,2694,314,217,520,588,2132,68,49,25,36,19,126,0,2420,503,18,330,176,0,0,515,294
1240,2018,VIRGINIA,Total all ages,0,0,268094,564,1155,26694,7090,373,564,0,558,597,4745,91669,191,30541,2309,1180,520,2844,45409,19398,20885,1272,1536,1572,4868,12,23014,4131,356,1431,1085,0,46,3490,4062
1241,2018,VIRGINIA,Over 18,0,0,252230,564,956,23700,6371,369,564,0,468,488,4464,87376,148,27847,1995,963,0,2256,43277,19330,20836,1247,1500,1553,4742,12,20594,3628,338,1101,909,0,46,2975,3768
1242,2019,VIRGINIA,Under 18,8192933,390,15992,192,203,2783,751,3,192,0,102,101,317,4944,34,2810,260,172,513,497,1852,108,68,23,45,23,115,2,2317,498,21,311,142,0,0,436,278
1243,2019,VIRGINIA,Total all ages,0,0,261659,3383,1121,26107,6933,513,3203,180,541,580,4778,91564,157,29706,2033,996,513,2802,42502,19289,20402,1119,1393,1429,4672,21,22921,3983,299,1315,930,0,39,3102,4060
1244,2019,VIRGINIA,Over 18,0,0,245667,3191,918,23324,6182,510,3011,180,439,479,4461,86620,123,26896,1773,824,0,2305,40650,19181,20334,1096,1348,1406,4557,19,20604,3485,278,1004,788,0,39,2666,3782
1245,2020,VIRGINIA,Under 18,8511554,316,9118,0,123,1575,488,0,0,0,65,58,223,2687,28,1642,210,171,387,206,960,36,81,23,41,14,75,2,1166,170,25,175,101,0,0,373,199
1246,2020,VIRGINIA,Total all ages,0,0,201479,3715,956,20407,6651,277,2855,860,463,493,4832,71379,149,26895,1734,1043,387,1931,27090,12912,16483,776,1018,1002,3629,10,17481,1512,336,1020,781,0,67,3195,4584
1247,2020,VIRGINIA,Over 18,0,0,192361,3715,833,18832,6163,277,2855,860,398,435,4609,68692,121,25253,1524,872,0,1725,26130,12876,16402,753,977,988,3554,8,16315,1342,311,845,680,0,67,2822,4385
1248,2021,VIRGINIA,Under 18,8599971,340,6259,64,119,930,458,0,64,0,65,54,243,1925,28,1305,163,126,243,54,308,0,56,20,40,6,54,0,613,139,13,137,112,0,0,307,248
1249,2021,VIRGINIA,Total all ages,0,0,186270,3856,1040,17681,6693,253,3292,564,483,557,4874,84132,163,27361,1583,1010,243,2358,14568,0,16624,627,1118,810,3699,12,14925,1152,379,957,734,0,8,3166,4474
1250,2021,VIRGINIA,Over 18,0,0,180011,3792,921,16751,6235,253,3228,564,418,503,4631,82207,135,26056,1420,884,0,2304,14260,0,16568,607,1078,804,3645,12,14312,1013,366,820,622,0,8,2859,4226
1251,2013,WASHINGTON,Under 18,5937459,228,16939,0,229,5049,903,6,0,0,80,149,511,2140,48,3349,798,197,7,303,1881,3,190,2,19,12,20,0,4006,1324,8,304,220,0,11,1087,264
1252,2013,WASHINGTON,Total all ages,0,0,189806,64,1038,36129,7699,399,64,0,436,602,5274,57333,175,25754,5231,1232,7,3533,11346,30,29153,78,448,1005,931,0,29491,4586,121,1868,3139,0,134,5645,1855
1253,2013,WASHINGTON,Over 18,0,0,172867,64,809,31080,6796,393,64,0,356,453,4763,55193,127,22405,4433,1035,0,3230,9465,27,28963,76,429,993,911,0,25485,3262,113,1564,2919,0,123,4558,1591
1254,2014,WASHINGTON,Under 18,6490207,229,15744,0,202,4621,885,10,0,0,67,135,473,2205,58,3301,752,219,12,228,1697,0,142,1,24,19,30,0,3592,1099,10,335,207,0,1,864,263
1255,2014,WASHINGTON,Total all ages,0,0,183687,64,1140,35757,7707,528,64,0,479,661,5240,54510,207,26336,4982,1248,12,3260,11111,12,26952,68,455,996,991,0,29320,3896,137,1851,3423,0,141,5132,1739
1256,2014,WASHINGTON,Over 18,0,0,167943,64,938,31136,6822,518,64,0,412,526,4767,52305,149,23035,4230,1029,0,3032,9414,12,26810,67,431,977,961,0,25728,2797,127,1516,3216,0,140,4268,1476
1257,2015,WASHINGTON,Under 18,6543817,229,14882,0,189,4198,893,3,0,0,70,119,493,2209,54,3188,697,276,5,241,1369,5,151,1,17,14,17,0,3171,988,11,319,223,2,5,952,282
1258,2015,WASHINGTON,Total all ages,0,0,186866,832,1094,33708,7822,435,832,0,488,606,5348,63717,188,26193,4900,1376,5,3009,11026,41,24627,56,359,833,930,4,27244,3236,155,1831,3144,17,104,5223,1771
1259,2015,WASHINGTON,Over 18,0,0,171984,832,905,29510,6929,432,832,0,418,487,4855,61508,134,23005,4203,1100,0,2768,9657,36,24476,55,342,819,913,4,24073,2248,144,1512,2921,15,99,4271,1489
1260,2016,WASHINGTON,Under 18,6483494,223,12184,0,212,3151,782,9,0,0,79,133,393,1775,30,2642,442,247,3,178,1360,3,121,1,9,10,28,0,2432,776,15,295,210,0,0,756,237
1261,2016,WASHINGTON,Total all ages,0,0,171211,928,1128,30229,7778,553,864,64,491,637,5515,56261,159,24266,4847,1518,3,2415,11017,22,23209,60,280,881,994,0,23705,2487,107,1665,3354,0,81,4973,1711
1262,2016,WASHINGTON,Over 18,0,0,159027,928,916,27078,6996,544,864,64,412,504,5122,54486,129,21624,4405,1271,0,2237,9657,19,23088,59,271,871,966,0,21273,1711,92,1370,3144,0,81,4217,1474
1263,2017,WASHINGTON,Under 18,6678694,222,11818,0,200,2692,890,7,0,0,77,123,462,1569,46,2939,480,180,0,190,1224,10,167,1,9,12,28,0,1986,683,17,334,193,0,0,856,225
1264,2017,WASHINGTON,Total all ages,0,0,173344,1993,1102,27055,8472,650,1929,64,515,587,5912,56680,169,25114,4723,1637,0,2402,12027,78,25392,53,359,862,1056,0,20526,2018,158,1887,3438,6,124,5178,1793
1265,2017,WASHINGTON,Over 18,0,0,161526,1993,902,24363,7582,643,1929,64,438,464,5450,55111,123,22175,4243,1457,0,2212,10803,68,25225,52,350,850,1028,0,18540,1335,141,1553,3245,6,124,4322,1568
1266,2018,WASHINGTON,Under 18,6423244,198,10996,0,221,2274,866,4,0,0,81,140,443,1699,30,2764,411,216,9,263,1053,10,152,1,4,8,17,0,1617,554,19,323,165,0,0,798,215
1267,2018,WASHINGTON,Total all ages,0,0,171466,2903,1086,25722,8384,211,2304,599,536,550,5931,56599,164,24701,4292,1504,9,2460,11283,78,27632,55,257,677,1130,7,19762,1721,150,1767,3245,3,120,4798,1824
1268,2018,WASHINGTON,Over 18,0,0,160470,2903,865,23448,7518,207,2304,599,455,410,5488,54900,134,21937,3881,1288,0,2197,10230,68,27480,54,253,669,1113,7,18145,1167,131,1444,3080,3,120,4000,1609
1269,2019,WASHINGTON,Under 18,7114406,219,10101,0,172,1905,937,3,0,0,84,88,427,1458,34,2882,388,162,1,168,852,11,139,2,4,5,20,0,1321,510,15,411,131,0,2,755,228
1270,2019,WASHINGTON,Total all ages,0,0,169836,3669,1035,24058,8144,328,3477,192,542,493,5734,57514,177,24675,3808,1206,1,2412,11325,91,27638,37,321,664,1252,3,18867,1597,125,1743,2912,10,167,4372,1822
1271,2019,WASHINGTON,Over 18,0,0,159735,3669,863,22153,7207,325,3477,192,458,405,5307,56056,143,21793,3420,1044,0,2244,10473,80,27499,35,317,659,1232,3,17546,1087,110,1332,2781,10,165,3617,1594
1272,2020,WASHINGTON,Under 18,7554132,234,6741,0,124,1381,703,0,0,0,60,64,334,903,27,1803,366,153,8,118,342,9,176,0,2,4,22,0,835,329,10,299,88,1,1,659,128
1273,2020,WASHINGTON,Total all ages,0,0,143840,5270,997,21982,8445,210,4480,790,521,476,6022,44320,236,23689,4540,1390,8,1867,8173,68,22125,23,242,467,913,1,15816,994,186,1716,3051,18,167,4904,1697
1274,2020,WASHINGTON,Over 18,0,0,137099,5270,873,20601,7742,210,4480,790,461,412,5688,43417,209,21886,4174,1237,0,1749,7831,59,21949,23,240,463,891,1,14981,665,176,1417,2963,17,166,4245,1569
1275,2021,WASHINGTON,Under 18,7459711,211,4186,0,125,628,537,0,0,0,71,54,309,528,16,1506,182,80,3,54,94,0,118,0,4,0,7,0,350,100,11,146,55,0,0,375,123
1276,2021,WASHINGTON,Total all ages,0,0,117132,3696,872,16892,7935,133,3350,346,463,409,5878,35784,261,21887,4208,1124,3,1432,1921,0,20399,16,127,287,634,2,11299,439,165,1429,2839,0,148,4407,1438
1277,2021,WASHINGTON,Over 18,0,0,112946,3696,747,16264,7398,133,3350,346,392,355,5569,35256,245,20381,4026,1044,0,1378,1827,0,20281,16,123,287,627,2,10949,339,154,1283,2784,0,148,4032,1315
1278,2013,WASHINGTON DC,Under 18,0,1,369,0,0,40,36,0,0,0,0,0,9,155,0,53,0,1,1,20,20,0,0,0,0,0,0,0,39,5,0,27,3,0,0,10,26
1279,2013,WASHINGTON DC,Total all ages,0,0,6154,0,0,99,108,3,0,0,0,0,31,4243,0,235,0,5,1,57,323,66,10,1,0,10,2,0,94,860,0,77,8,0,33,28,67
1280,2013,WASHINGTON DC,Over 18,0,0,5785,0,0,59,72,3,0,0,0,0,22,4088,0,182,0,4,0,37,303,66,10,1,0,10,2,0,55,855,0,50,5,0,33,18,41
1281,2014,WASHINGTON DC,Under 18,0,1,332,0,0,25,43,0,0,0,0,0,9,144,0,31,0,3,2,15,23,0,0,0,0,3,1,0,22,4,0,34,4,0,0,6,31
1282,2014,WASHINGTON DC,Total all ages,0,0,5709,0,1,128,110,0,0,0,1,0,45,3945,1,202,0,8,2,76,389,64,10,0,0,12,3,0,119,532,0,64,14,0,92,38,92
1283,2014,WASHINGTON DC,Over 18,0,0,5377,0,1,103,67,0,0,0,1,0,36,3801,1,171,0,5,0,61,366,64,10,0,0,9,2,0,97,528,0,30,10,0,92,32,61
1284,2015,WASHINGTON DC,Under 18,0,1,417,0,0,43,67,0,0,0,0,0,17,185,0,50,0,1,0,20,13,0,0,0,0,0,0,0,42,1,0,50,6,0,0,10,22
1285,2015,WASHINGTON DC,Total all ages,0,0,7218,0,0,94,124,0,0,0,0,0,37,5373,0,273,0,6,0,111,232,67,8,4,0,1,0,0,88,741,0,87,13,0,79,31,67
1286,2015,WASHINGTON DC,Over 18,0,0,6801,0,0,51,57,0,0,0,0,0,20,5188,0,223,0,5,0,91,219,67,8,4,0,1,0,0,46,740,0,37,7,0,79,21,45
1287,2016,WASHINGTON DC,Under 18,0,2,671,0,0,47,83,0,0,0,0,0,25,338,0,75,0,3,1,39,19,0,0,0,0,0,0,0,44,0,0,58,14,0,0,20,35
1288,2016,WASHINGTON DC,Total all ages,0,0,10271,0,7,132,161,0,0,0,2,5,64,7798,0,360,0,10,1,172,328,89,11,0,2,1,9,0,122,1024,1,94,22,0,30,43,83
1289,2016,WASHINGTON DC,Over 18,0,0,9600,0,7,85,78,0,0,0,2,5,39,7460,0,285,0,7,0,133,309,89,11,0,2,1,9,0,78,1024,1,36,8,0,30,23,48
1290,2017,WASHINGTON DC,Under 18,0,2,594,0,0,39,80,0,0,0,0,0,20,306,0,79,0,0,0,32,17,0,0,0,0,1,2,0,39,2,0,60,9,0,0,12,15
1291,2017,WASHINGTON DC,Total all ages,0,0,17986,0,13,101,133,0,0,0,0,13,49,15471,0,333,1,5,0,284,237,72,22,0,4,2,8,0,95,1174,0,84,21,0,10,54,47
1292,2017,WASHINGTON DC,Over 18,0,0,17392,0,13,62,53,0,0,0,0,13,29,15165,0,254,1,5,0,252,220,72,22,0,4,1,6,0,56,1172,0,24,12,0,10,42,32
1293,2018,WASHINGTON DC,Under 18,0,2,505,0,2,34,92,0,0,0,0,2,28,171,0,111,0,2,0,53,10,0,0,0,0,0,1,0,32,1,0,64,5,0,0,12,13
1294,2018,WASHINGTON DC,Total all ages,0,0,13682,0,22,86,185,0,0,0,2,20,70,11403,1,411,0,9,0,300,290,49,9,0,2,3,3,0,76,817,0,113,14,0,13,35,42
1295,2018,WASHINGTON DC,Over 18,0,0,13177,0,20,52,93,0,0,0,2,18,42,11232,1,300,0,7,0,247,280,49,9,0,2,3,2,0,44,816,0,49,9,0,13,23,29
1296,2019,WASHINGTON DC,Under 18,0,2,807,0,2,65,188,0,0,0,0,2,21,251,0,165,0,0,0,73,10,0,0,0,0,0,0,0,65,0,0,167,26,0,0,9,18
1297,2019,WASHINGTON DC,Total all ages,0,0,12963,0,24,128,296,0,0,0,2,22,73,9088,0,622,0,1,0,409,799,49,7,0,1,2,2,0,127,1385,0,221,41,0,4,46,62
1298,2019,WASHINGTON DC,Over 18,0,0,12156,0,22,63,108,0,0,0,2,20,52,8837,0,457,0,1,0,336,789,49,7,0,1,2,2,0,62,1385,0,54,15,0,4,37,44
1299,2020,WASHINGTON DC,Under 18,0,2,263,0,0,28,64,0,0,0,0,0,7,84,0,59,0,3,0,14,1,0,0,0,0,0,0,0,25,0,0,57,6,0,0,1,6
1300,2020,WASHINGTON DC,Total all ages,0,0,4093,8,33,85,205,0,8,0,3,30,79,2173,0,373,1,11,0,216,274,14,1,0,1,0,2,0,73,608,2,121,19,0,1,48,43
1301,2020,WASHINGTON DC,Over 18,0,0,3830,8,33,57,141,0,8,0,3,30,72,2089,0,314,1,8,0,202,273,14,1,0,1,0,2,0,48,608,2,64,13,0,1,47,37
1302,2021,WASHINGTON DC,Under 18,0,1,148,0,0,11,45,0,0,0,0,0,10,25,0,36,0,3,0,7,2,0,0,0,0,0,0,0,8,0,0,35,1,0,0,4,17
1303,2021,WASHINGTON DC,Total all ages,0,0,2002,40,30,80,209,0,32,8,0,30,101,546,1,441,1,9,0,203,103,0,5,0,3,1,1,0,69,233,1,107,14,0,0,73,60
