,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
687,2014,MONTANA,Under 18,987530,94,4838,0,24,1064,78,1,0,0,4,20,71,811,23,497,64,57,411,457,371,0,51,4,103,0,11,0,920,682,0,3,8,0,0,248,21
688,2014,MONTANA,Total all ages,0,0,29766,64,137,4927,946,8,0,64,52,85,834,6100,35,3779,279,226,411,3086,2205,0,4461,40,269,61,269,0,4387,2123,11,49,36,0,8,855,97
689,2014,MONTANA,Over 18,0,0,24928,64,113,3863,868,7,0,64,48,65,763,5289,12,3282,215,169,0,2629,1834,0,4410,36,166,61,258,0,3467,1441,11,46,28,0,8,607,76
690,2015,MONTANA,Under 18,892390,94,3693,0,24,795,75,0,0,0,7,17,64,578,13,376,42,64,368,389,253,0,41,4,63,1,8,0,676,491,0,4,1,0,0,224,9
691,2015,MONTANA,Total all ages,0,0,25687,0,129,4038,907,6,0,0,50,79,806,5482,25,3412,212,219,368,2585,1961,0,3674,53,225,84,223,2,3582,1690,7,44,23,0,8,792,75
692,2015,MONTANA,Over 18,0,0,21994,0,105,3243,832,6,0,0,43,62,742,4904,12,3036,170,155,0,2196,1708,0,3633,49,162,83,215,2,2906,1199,7,40,22,0,8,568,66
693,2016,MONTANA,Under 18,1036405,100,4263,0,47,859,78,0,0,0,9,38,61,619,16,504,83,56,300,467,360,0,42,2,271,2,12,0,704,454,0,8,4,0,0,245,6
694,2016,MONTANA,Total all ages,0,0,30550,64,174,4883,1114,3,64,0,48,126,983,6262,35,4092,326,293,300,2878,2638,0,4392,32,442,112,258,0,4229,1871,14,69,62,0,21,952,112
695,2016,MONTANA,Over 18,0,0,26287,64,127,4024,1036,3,64,0,39,88,922,5643,19,3588,243,237,0,2411,2278,0,4350,30,171,110,246,0,3525,1417,14,61,58,0,21,707,106
696,2017,MONTANA,Under 18,1037591,100,4313,0,34,881,113,0,0,0,11,23,87,659,9,612,48,46,306,398,385,0,44,0,40,3,5,0,778,575,0,15,6,0,0,246,17
697,2017,MONTANA,Total all ages,0,0,30824,128,149,4965,1262,9,128,0,47,102,1105,6309,37,4390,275,252,306,2475,2872,0,4344,30,253,106,254,0,4401,2023,19,91,98,0,10,931,85
698,2017,MONTANA,Over 18,0,0,26511,128,115,4084,1149,9,128,0,36,79,1018,5650,28,3778,227,206,0,2077,2487,0,4300,30,213,103,249,0,3623,1448,19,76,92,0,10,685,68
699,2018,MONTANA,Under 18,995183,97,3722,0,26,666,81,0,0,0,11,15,59,760,5,501,58,57,298,254,358,0,38,2,35,1,10,0,546,499,1,10,0,0,0,189,15
700,2018,MONTANA,Total all ages,0,0,27357,128,145,4114,1174,12,128,0,64,81,1003,6167,26,3962,296,305,298,2003,2732,0,3794,40,321,100,196,0,3487,1406,10,97,110,0,10,762,75
701,2018,MONTANA,Over 18,0,0,23635,128,119,3448,1093,12,128,0,53,66,944,5407,21,3461,238,248,0,1749,2374,0,3756,38,286,99,186,0,2941,907,9,87,110,0,10,573,60
702,2019,MONTANA,Under 18,938389,78,4355,0,44,658,180,0,0,0,14,30,162,902,6,580,62,55,274,413,324,79,56,1,40,3,10,0,535,523,0,4,21,0,0,245,16
703,2019,MONTANA,Total all ages,0,0,30218,210,171,4584,1758,4,210,0,61,110,1595,7066,18,4083,314,281,274,2385,2661,309,3681,34,672,175,188,1,3971,1020,18,84,247,1,24,867,74
704,2019,MONTANA,Over 18,0,0,25863,210,127,3926,1578,4,210,0,47,80,1433,6164,12,3503,252,226,0,1972,2337,230,3625,33,632,172,178,1,3436,497,18,80,226,1,24,622,58
705,2020,MONTANA,Under 18,1069494,97,3258,0,32,486,199,1,0,0,10,22,173,521,8,415,35,50,184,244,193,135,69,3,80,1,6,0,393,486,3,13,14,0,0,194,5
706,2020,MONTANA,Total all ages,0,0,30254,256,180,4028,2147,5,256,0,62,118,1946,6583,34,4395,304,307,184,2329,2364,447,3914,32,863,114,125,1,3383,1315,29,110,190,0,3,1025,72
707,2020,MONTANA,Over 18,0,0,26996,256,148,3542,1948,4,256,0,52,96,1773,6062,26,3980,269,257,0,2085,2171,312,3845,29,783,113,119,1,2990,829,26,97,176,0,3,831,67
708,2021,MONTANA,Under 18,1043486,98,3085,0,26,403,122,0,0,0,8,18,97,707,18,520,29,45,191,312,63,0,90,0,67,3,4,0,311,390,1,16,12,0,0,175,8
709,2021,MONTANA,Total all ages,0,0,26923,128,191,3734,1762,3,128,0,69,122,1568,5532,51,4820,298,318,191,2177,1676,0,4037,28,449,92,147,0,3067,1001,22,103,230,0,22,848,52
710,2021,MONTANA,Over 18,0,0,23838,128,165,3331,1640,3,128,0,61,104,1471,4825,33,4300,269,273,0,1865,1613,0,3947,28,382,89,143,0,2756,611,21,87,218,0,22,673,44
711,2013,NEBRASKA,Under 18,1659743,198,9858,0,141,2477,167,0,0,0,20,121,88,1447,39,1481,175,68,137,631,1224,0,126,9,12,9,68,0,2195,1072,0,59,123,0,2,652,100
712,2013,NEBRASKA,Total all ages,0,0,69957,0,658,9981,1912,164,0,0,156,502,1444,13749,64,7233,753,325,137,2724,10366,0,9193,82,1248,385,1348,6,8839,7177,42,270,639,0,52,2103,956
713,2013,NEBRASKA,Over 18,0,0,60099,0,517,7504,1745,164,0,0,136,381,1356,12302,25,5752,578,257,0,2093,9142,0,9067,73,1236,376,1280,6,6644,6105,42,211,516,0,50,1451,856
714,2014,NEBRASKA,Under 18,1692672,162,11789,0,140,3196,242,0,0,0,19,121,138,1692,24,1489,228,90,160,785,1587,0,122,13,17,6,86,0,2854,1217,8,77,137,0,0,778,141
715,2014,NEBRASKA,Total all ages,0,0,73802,0,615,10825,2237,130,0,0,145,470,1753,15239,53,7066,734,341,160,3188,11965,1,8372,94,1241,331,1419,6,9697,6913,45,294,699,0,62,2368,1016
716,2014,NEBRASKA,Over 18,0,0,62013,0,475,7629,1995,130,0,0,126,349,1615,13547,29,5577,506,251,0,2403,10378,1,8250,81,1224,325,1333,6,6843,5696,37,217,562,0,62,1590,875
717,2015,NEBRASKA,Under 18,1172029,146,6290,0,67,1404,79,2,0,0,5,62,47,948,24,1001,111,59,129,307,1023,0,72,4,4,6,35,0,1210,674,1,26,70,0,0,419,51
718,2015,NEBRASKA,Total all ages,0,0,45859,0,359,5932,1170,49,0,0,106,253,931,9624,48,4875,395,248,129,1786,8589,0,5348,28,810,179,829,0,5241,4058,9,124,281,0,14,1288,617
719,2015,NEBRASKA,Over 18,0,0,39569,0,292,4528,1091,47,0,0,101,191,884,8676,24,3874,284,189,0,1479,7566,0,5276,24,806,173,794,0,4031,3384,8,98,211,0,14,869,566
720,2016,NEBRASKA,Under 18,1721852,153,8921,0,154,2377,168,0,0,0,59,95,50,1311,27,1351,102,115,144,427,1304,0,109,15,27,7,77,0,2133,682,5,54,80,0,0,654,93
721,2016,NEBRASKA,Total all ages,0,0,68310,0,712,10124,1912,131,0,0,259,453,1317,13951,56,8242,582,416,144,2714,11878,0,6948,98,1257,274,1374,0,9070,4862,40,296,619,0,16,2210,1103
722,2016,NEBRASKA,Over 18,0,0,59389,0,558,7747,1744,131,0,0,200,358,1267,12640,29,6891,480,301,0,2287,10574,0,6839,83,1230,267,1297,0,6937,4180,35,242,539,0,16,1556,1010
723,2017,NEBRASKA,Under 18,233437,54,599,0,5,83,27,0,0,0,2,3,25,95,0,87,10,15,16,38,87,12,19,0,1,0,1,0,58,90,0,0,2,0,0,34,4
724,2017,NEBRASKA,Total all ages,0,0,5708,0,40,523,161,1,0,0,12,28,143,1499,2,617,53,44,16,282,843,178,785,3,76,18,67,0,424,416,1,5,35,0,0,95,65
725,2017,NEBRASKA,Over 18,0,0,5109,0,35,440,134,1,0,0,10,25,118,1404,2,530,43,29,0,244,756,166,766,3,75,18,66,0,366,326,1,5,33,0,0,61,61
726,2018,NEBRASKA,Under 18,1516162,118,6985,0,112,1426,207,0,0,0,46,66,65,1142,18,1255,65,121,128,341,1006,1,63,4,199,5,61,0,1222,504,6,90,105,0,0,394,78
727,2018,NEBRASKA,Total all ages,0,0,53007,0,527,6581,1671,92,0,0,213,314,1175,13390,57,7474,398,391,128,1851,8993,1,4630,63,945,236,1066,0,5735,2355,36,247,736,0,13,1693,775
728,2018,NEBRASKA,Over 18,0,0,46022,0,415,5155,1464,92,0,0,167,248,1110,12248,39,6219,333,270,0,1510,7987,0,4567,59,746,231,1005,0,4513,1851,30,157,631,0,13,1299,697
729,2019,NEBRASKA,Under 18,1761663,127,8282,0,115,1846,242,0,0,0,48,67,62,1285,23,1605,93,165,99,398,1111,0,56,8,106,2,72,0,1565,521,2,130,123,0,0,626,115
730,2019,NEBRASKA,Total all ages,0,0,61726,192,637,8233,2224,109,192,0,248,389,1581,13751,61,8434,485,432,99,2392,10869,0,5676,69,1255,271,1207,3,7255,2798,34,361,684,0,11,2180,1072
731,2019,NEBRASKA,Over 18,0,0,53444,192,522,6387,1982,109,192,0,200,322,1519,12466,38,6829,392,267,0,1994,9758,0,5620,61,1149,269,1135,3,5690,2277,32,231,561,0,11,1554,957
732,2020,NEBRASKA,Under 18,1092666,72,4634,0,59,918,170,0,0,0,26,33,65,857,17,806,53,108,88,153,548,6,43,5,176,4,53,0,740,256,2,77,95,1,0,344,78
733,2020,NEBRASKA,Total all ages,0,0,35682,192,394,4765,1675,24,128,64,194,200,1190,8354,59,5765,294,315,88,1753,4431,331,3152,25,694,141,572,1,4097,1130,35,256,522,9,9,1372,669
734,2020,NEBRASKA,Over 18,0,0,31048,192,335,3847,1505,24,128,64,168,167,1125,7497,42,4959,241,207,0,1600,3883,325,3109,20,518,137,519,1,3357,874,33,179,427,8,9,1028,591
735,2021,NEBRASKA,Under 18,1315324,131,4424,0,56,588,121,0,0,0,16,40,74,765,17,1007,68,94,92,97,610,0,60,9,218,1,43,0,409,298,2,29,16,0,0,424,35
736,2021,NEBRASKA,Total all ages,0,0,38036,1216,238,2870,1669,29,832,384,119,119,1440,9811,49,4255,245,207,92,1530,7242,0,4767,21,542,141,411,2,2369,1873,20,90,233,0,620,1328,481
737,2021,NEBRASKA,Over 18,0,0,33612,1216,182,2282,1548,29,832,384,103,79,1366,9046,32,3248,177,113,0,1433,6632,0,4707,12,324,140,368,2,1960,1575,18,61,217,0,620,904,446
738,2013,NEVADA,Under 18,2543547,31,10509,0,93,2170,610,103,0,0,29,64,417,1959,30,1688,386,114,864,206,922,67,50,5,31,0,29,4,1640,1013,4,160,100,0,5,478,141
739,2013,NEVADA,Total all ages,0,0,122498,0,1282,13930,6200,3550,0,0,202,1080,4364,45192,138,13946,2668,744,864,1495,11207,175,8841,393,925,727,1416,10,10380,5968,117,1517,1358,2,2073,1586,1560
740,2013,NEVADA,Over 18,0,0,111989,0,1189,11760,5590,3447,0,0,173,1016,3947,43233,108,12258,2282,630,0,1289,10285,108,8791,388,894,727,1387,6,8740,4955,113,1357,1258,2,2068,1108,1419
741,2014,NEVADA,Under 18,2824905,34,10468,0,125,2194,867,87,0,0,47,78,600,2021,28,1587,423,147,727,217,998,61,52,4,25,4,17,4,1596,812,4,216,135,1,31,387,159
742,2014,NEVADA,Total all ages,0,0,122274,0,1281,13639,7808,3827,0,0,279,1002,5598,44091,65,14366,2736,851,727,1589,12508,211,8072,344,946,626,1513,50,9987,4925,122,1809,1241,2,1795,1500,1492
743,2014,NEVADA,Over 18,0,0,111806,0,1156,11445,6941,3740,0,0,232,924,4998,42070,37,12779,2313,704,0,1372,11510,150,8020,340,921,622,1496,46,8391,4113,118,1593,1106,1,1764,1113,1333
744,2015,NEVADA,Under 18,2890845,45,9379,64,99,2033,953,69,64,0,58,41,590,1685,26,1593,426,125,603,141,854,31,35,5,31,5,21,3,1456,646,7,298,140,2,9,353,126
745,2015,NEVADA,Total all ages,0,0,115675,13824,1137,12475,8337,3308,13696,128,340,797,5870,42108,57,13976,2677,805,603,1250,11594,190,7612,338,902,619,1639,35,8936,3680,131,1996,1523,4,1753,1472,1460
746,2015,NEVADA,Over 18,0,0,106296,13760,1038,10442,7384,3239,13632,128,282,756,5280,40423,31,12383,2251,680,0,1109,10740,159,7577,333,871,614,1618,32,7480,3034,124,1698,1383,2,1744,1119,1334
747,2016,NEVADA,Under 18,2940058,51,8441,2240,94,1408,1047,70,2240,0,52,42,618,1682,12,1444,264,137,472,167,837,6,58,3,29,10,37,2,995,521,5,372,144,5,8,282,167
748,2016,NEVADA,Total all ages,0,0,125932,0,971,10450,8351,2892,0,0,257,714,6023,49669,53,14022,2519,900,472,1292,13770,214,10660,331,963,605,1635,33,6978,3383,166,1905,1584,5,1512,1482,1893
749,2016,NEVADA,Over 18,0,0,117491,0,877,9042,7304,2822,0,0,205,672,5405,47987,41,12578,2255,763,0,1125,12933,208,10602,328,934,595,1598,31,5983,2862,161,1533,1440,0,1504,1200,1726
750,2017,NEVADA,Under 18,2680733,51,7672,0,101,1159,924,44,0,0,54,47,547,1304,14,1720,337,108,412,194,741,4,50,2,6,40,31,0,700,372,4,319,166,4,64,217,171
751,2017,NEVADA,Total all ages,0,0,112004,320,1016,8946,6506,2532,320,0,321,695,4640,45968,45,15438,2572,671,412,1353,8923,241,9470,201,702,488,1404,9,5658,1950,157,1388,1681,187,1648,1365,1885
752,2017,NEVADA,Over 18,0,0,104332,320,915,7787,5582,2488,320,0,267,648,4093,44664,31,13718,2235,563,0,1159,8182,237,9420,199,696,448,1373,9,4958,1578,153,1069,1515,183,1584,1148,1714
753,2018,NEVADA,Under 18,3013371,47,10026,128,144,1262,1340,55,128,0,70,74,942,1757,20,1944,266,121,360,615,1244,125,70,12,23,5,45,2,855,430,24,304,169,0,2,261,231
754,2018,NEVADA,Total all ages,0,0,140967,13568,1311,10245,8012,2859,13568,0,408,903,6002,59772,79,17883,3103,749,360,2213,11238,362,10984,282,961,428,1813,23,6314,3720,191,1411,1850,2,3182,1635,2240
755,2018,NEVADA,Over 18,0,0,130941,13440,1167,8983,6672,2804,13440,0,338,829,5060,58015,59,15939,2837,628,0,1598,9994,237,10914,270,938,423,1768,21,5459,3290,167,1107,1681,2,3180,1374,2009
756,2019,NEVADA,Under 18,2948674,41,10818,64,161,1246,955,110,64,0,58,103,638,1579,22,2041,222,116,332,1216,1778,89,56,12,27,14,134,6,886,315,7,252,183,0,11,331,280
757,2019,NEVADA,Total all ages,0,0,145951,11776,1580,10248,7560,2960,11776,0,423,1157,5727,62323,76,18855,3145,670,332,2646,12092,262,11170,356,962,476,2033,34,6357,3033,124,1286,1839,46,3383,1829,2355
758,2019,NEVADA,Over 18,0,0,135133,11712,1419,9002,6605,2850,11712,0,365,1054,5089,60744,54,16814,2923,554,0,1430,10314,173,11114,344,935,462,1899,28,5471,2718,117,1034,1656,46,3372,1498,2075
759,2020,NEVADA,Under 18,3130836,52,6339,64,112,653,472,29,64,0,57,55,215,1010,12,1606,133,59,249,259,806,149,62,5,19,3,98,8,449,341,6,194,135,12,1,218,149
760,2020,NEVADA,Total all ages,0,0,110516,13696,1125,8106,5816,2099,13376,320,360,765,4133,40221,100,19503,2148,574,249,2032,10130,224,9530,242,724,409,1399,26,5284,1906,134,1189,1822,90,573,2026,2624
761,2020,NEVADA,Over 18,0,0,104177,13632,1013,7453,5344,2070,13312,320,303,710,3918,39211,88,17897,2015,515,0,1773,9324,75,9468,237,705,406,1301,18,4835,1565,128,995,1687,78,572,1808,2475
762,2021,NEVADA,Under 18,3095335,35,5048,320,116,458,496,42,320,0,67,49,193,504,7,1764,100,69,311,195,428,0,60,3,3,3,20,4,282,251,11,225,110,0,0,210,137
763,2021,NEVADA,Total all ages,0,0,102790,13839,658,7283,5701,1988,13701,138,315,343,4080,34545,126,20439,1751,702,311,1971,8576,0,11023,164,634,263,955,40,4704,1285,159,1147,1837,0,327,2120,2985
764,2021,NEVADA,Over 18,0,0,97742,13519,542,6825,5205,1946,13381,138,248,294,3887,34041,119,18675,1651,633,0,1776,8148,0,10963,161,631,260,935,36,4422,1034,148,922,1727,0,327,1910,2848
765,2013,NEW HAMPSHIRE,Under 18,1174048,148,4736,0,52,671,92,0,0,0,7,45,56,1077,12,807,69,11,17,178,558,212,36,4,1,9,22,3,579,604,0,29,76,0,0,317,7
766,2013,NEW HAMPSHIRE,Total all ages,0,0,44554,0,216,5222,871,48,0,0,52,164,570,13355,30,5476,470,85,17,1191,4270,3263,3700,47,175,282,899,18,4637,3410,8,241,736,0,72,1242,96
767,2013,NEW HAMPSHIRE,Over 18,0,0,39818,0,164,4551,779,48,0,0,45,119,514,12278,18,4669,401,74,0,1013,3712,3051,3664,43,174,273,877,15,4058,2806,8,212,660,0,72,925,89
768,2014,NEW HAMPSHIRE,Under 18,1217941,152,4199,0,36,604,96,0,0,0,9,27,61,1012,10,661,50,22,21,120,607,136,44,7,3,1,16,0,522,509,0,26,66,0,0,262,7
769,2014,NEW HAMPSHIRE,Total all ages,0,0,46180,0,197,4918,864,64,0,0,54,143,604,13036,34,5258,411,83,21,1046,6224,3259,4528,95,158,224,873,23,4390,3425,1,205,700,0,55,1158,108
770,2014,NEW HAMPSHIRE,Over 18,0,0,41981,0,161,4314,768,64,0,0,45,116,543,12024,24,4597,361,61,0,926,5617,3123,4484,88,155,223,857,23,3868,2916,1,179,634,0,55,896,101
771,2015,NEW HAMPSHIRE,Under 18,1223429,163,3421,0,26,441,59,0,0,0,5,21,42,741,5,575,44,18,14,124,579,156,36,3,4,2,8,0,374,434,1,11,54,0,0,163,7
772,2015,NEW HAMPSHIRE,Total all ages,0,0,44368,0,180,4355,772,59,0,0,57,123,537,11762,18,4800,378,96,14,943,7371,3302,4746,124,123,244,822,6,3863,3139,9,169,543,0,55,927,138
773,2015,NEW HAMPSHIRE,Over 18,0,0,40947,0,154,3914,713,59,0,0,52,102,495,11021,13,4225,334,78,0,819,6792,3146,4710,121,119,242,814,6,3489,2705,8,158,489,0,55,764,131
774,2016,NEW HAMPSHIRE,Under 18,1275170,174,3564,0,38,404,78,0,0,0,12,26,42,774,13,568,33,15,13,99,637,233,42,3,8,4,18,1,343,389,0,24,43,0,0,223,1
775,2016,NEW HAMPSHIRE,Total all ages,0,0,47282,0,186,3975,874,91,0,0,58,128,632,12993,26,5115,336,114,13,954,8346,3683,4874,122,160,236,843,7,3499,2907,5,179,547,0,65,1178,171
776,2016,NEW HAMPSHIRE,Over 18,0,0,43718,0,148,3571,796,91,0,0,46,102,590,12219,13,4547,303,99,0,855,7709,3450,4832,119,152,232,825,6,3156,2518,5,155,504,0,65,955,170
777,2017,NEW HAMPSHIRE,Under 18,1292643,176,3529,0,24,373,67,0,0,0,0,24,49,865,11,557,39,23,11,133,507,313,36,6,10,5,19,0,300,371,1,17,33,0,0,194,5
778,2017,NEW HAMPSHIRE,Total all ages,0,0,47516,0,151,3642,896,79,0,0,52,99,668,13938,28,5306,319,152,11,1001,7656,4210,4805,120,202,292,787,12,3143,2489,8,168,503,0,82,1247,139
779,2017,NEW HAMPSHIRE,Over 18,0,0,43987,0,127,3269,829,79,0,0,52,75,619,13073,17,4749,280,129,0,868,7149,3897,4769,114,192,287,768,12,2843,2118,7,151,470,0,82,1053,134
780,2018,NEW HAMPSHIRE,Under 18,1317257,184,3283,0,39,349,59,0,0,0,8,31,35,1026,9,600,39,23,30,68,344,209,29,6,5,2,12,0,278,267,0,16,37,0,0,205,4
781,2018,NEW HAMPSHIRE,Total all ages,0,0,46413,0,206,3681,872,24,0,0,76,130,642,14386,21,5668,309,165,30,884,6522,3844,5053,91,187,237,758,5,3186,1989,10,144,553,0,99,1254,146
782,2018,NEW HAMPSHIRE,Over 18,0,0,43130,0,167,3332,813,24,0,0,68,99,607,13360,12,5068,270,142,0,816,6178,3635,5024,85,182,235,746,5,2908,1722,10,128,516,0,99,1049,142
783,2019,NEW HAMPSHIRE,Under 18,1281465,182,3243,0,32,241,58,0,0,0,7,25,36,1184,2,619,25,17,10,88,337,215,34,6,1,3,11,0,197,186,3,12,28,0,0,193,4
784,2019,NEW HAMPSHIRE,Total all ages,0,0,43960,128,217,3370,723,49,128,0,89,128,490,14105,14,5357,246,148,10,908,5584,3839,5116,80,144,226,728,3,2962,1783,15,129,455,0,94,1139,119
785,2019,NEW HAMPSHIRE,Over 18,0,0,40717,128,185,3129,665,49,128,0,82,103,454,12921,12,4738,221,131,0,820,5247,3624,5082,74,143,223,717,3,2765,1597,12,117,427,0,94,946,115
786,2020,NEW HAMPSHIRE,Under 18,1311307,181,2313,0,32,163,42,0,0,0,5,27,31,858,5,405,10,22,14,44,196,96,36,3,7,4,8,0,126,250,0,6,11,0,0,148,1
787,2020,NEW HAMPSHIRE,Total all ages,0,0,35548,444,171,2724,655,23,252,192,71,100,475,12409,22,4920,234,143,14,799,4382,1749,3919,62,140,165,456,1,2325,1406,2,107,370,0,118,1010,126
788,2020,NEW HAMPSHIRE,Over 18,0,0,33235,444,139,2561,613,23,252,192,66,73,444,11551,17,4515,224,121,0,755,4186,1653,3883,59,133,161,448,1,2199,1156,2,101,359,0,118,862,125
789,2021,NEW HAMPSHIRE,Under 18,1204875,181,1915,0,29,115,35,0,0,0,12,17,20,793,0,359,25,8,2,54,145,0,24,3,5,0,10,0,82,198,0,3,13,0,0,138,4
790,2021,NEW HAMPSHIRE,Total all ages,0,0,32486,507,180,2094,513,1,326,181,65,115,364,14268,13,3888,178,121,2,732,3594,0,3596,46,135,124,326,1,1782,1491,6,78,326,0,98,945,191
791,2021,NEW HAMPSHIRE,Over 18,0,0,30571,507,151,1979,478,1,326,181,53,98,344,13475,13,3529,153,113,0,678,3449,0,3572,43,130,124,316,1,1700,1293,6,75,313,0,98,807,187
792,2013,NEW JERSEY,Under 18,8585551,482,21459,0,264,3723,1748,18,0,0,40,224,772,3344,93,2068,780,122,1000,1868,4022,0,153,6,108,29,67,32,2728,1053,16,920,460,0,25,850,661
793,2013,NEW JERSEY,Total all ages,0,0,302955,0,1469,31093,10871,1147,0,0,289,1180,6793,116439,218,22231,5566,666,1000,13653,50775,0,23765,271,11168,1255,2956,143,24643,3753,232,3557,3073,0,233,3980,3969
794,2013,NEW JERSEY,Over 18,0,0,281496,0,1205,27370,9123,1129,0,0,249,956,6021,113095,125,20163,4786,544,0,11785,46753,0,23612,265,11060,1226,2889,111,21915,2700,216,2637,2613,0,208,3130,3308
795,2014,NEW JERSEY,Under 18,8525652,481,21058,0,248,3548,1579,5,0,0,50,198,727,3210,90,1784,743,117,1787,1772,3742,0,133,9,43,47,122,37,2598,975,18,784,427,0,32,816,792
796,2014,NEW JERSEY,Total all ages,0,0,303639,0,1444,30216,10377,926,0,0,315,1129,6488,115757,213,21541,4998,537,1787,14943,52721,0,23031,321,10102,1142,4891,253,24468,3797,247,3327,2735,0,346,3792,3832
797,2014,NEW JERSEY,Over 18,0,0,282581,0,1196,26668,8798,921,0,0,265,931,5761,112547,123,19757,4255,420,0,13171,48979,0,22898,312,10059,1095,4769,216,21870,2822,229,2543,2308,0,314,2976,3040
798,2015,NEW JERSEY,Under 18,8116733,473,16348,0,183,2887,1298,15,0,0,47,136,622,2594,76,1566,573,108,462,1309,3127,0,170,8,64,28,70,29,2130,758,19,610,383,0,21,802,621
799,2015,NEW JERSEY,Total all ages,0,0,264250,0,1240,26181,8697,623,0,0,338,902,5555,101263,153,19819,4069,617,462,11395,46376,0,22201,283,8344,1004,3498,338,21342,3580,154,2650,2089,0,397,3530,3268
800,2015,NEW JERSEY,Over 18,0,0,247902,0,1057,23294,7399,608,0,0,291,766,4933,98669,77,18253,3496,509,0,10086,43249,0,22031,275,8280,976,3428,309,19212,2822,135,2040,1706,0,376,2728,2647
801,2016,NEW JERSEY,Under 18,8747889,494,17784,0,176,2794,1409,9,0,0,69,107,690,2574,62,1633,615,88,1396,1413,3574,0,129,10,37,40,64,31,2029,778,13,637,415,0,11,693,667
802,2016,NEW JERSEY,Total all ages,0,0,294972,0,1359,26736,10001,849,0,0,396,963,6407,108599,180,22348,4334,499,1396,12723,61579,0,22745,320,7426,1047,3896,421,21723,3044,198,3000,2693,0,274,3858,4054
803,2016,NEW JERSEY,Over 18,0,0,277188,0,1183,23942,8592,840,0,0,327,856,5717,106025,118,20715,3719,411,0,11310,58005,0,22616,310,7389,1007,3832,390,19694,2266,185,2363,2278,0,263,3165,3387
804,2017,NEW JERSEY,Under 18,8521517,490,15950,0,219,2709,1123,9,0,0,62,157,545,2613,49,1312,478,89,592,1281,3535,0,76,12,27,39,48,30,2093,682,6,510,456,0,25,658,566
805,2017,NEW JERSEY,Total all ages,0,0,281631,0,1249,24807,8577,900,0,0,333,916,5623,103811,129,20175,3910,494,592,11629,61989,0,21574,269,8915,1020,3478,158,20274,2876,149,2472,2511,0,299,3297,3838
806,2017,NEW JERSEY,Over 18,0,0,265681,0,1030,22098,7454,891,0,0,271,759,5078,101198,80,18863,3432,405,0,10348,58454,0,21498,257,8888,981,3430,128,18181,2194,143,1962,2055,0,274,2639,3272
807,2018,NEW JERSEY,Under 18,7844556,478,11513,0,138,1819,870,4,0,0,44,94,446,1892,35,1003,305,97,303,992,2769,0,42,12,13,24,65,0,1382,395,11,369,325,0,23,398,470
808,2018,NEW JERSEY,Total all ages,0,0,226427,62,1169,20307,7146,522,0,62,274,895,5058,84648,126,16839,2982,540,303,9922,48008,24,17230,214,7297,852,3558,41,16659,1356,115,1699,1826,2,197,2474,2766
809,2018,NEW JERSEY,Over 18,0,0,214914,62,1031,18488,6276,518,0,62,230,801,4612,82756,91,15836,2677,443,0,8930,45239,24,17188,202,7284,828,3493,41,15277,961,104,1330,1501,2,174,2076,2296
810,2019,NEW JERSEY,Under 18,8882190,577,13360,0,194,2199,1041,2,0,0,53,141,510,2031,20,1171,434,173,402,1101,2959,4,67,15,56,26,55,61,1572,417,12,466,498,0,8,501,605
811,2019,NEW JERSEY,Total all ages,0,0,257734,212,1382,22277,9294,770,91,121,356,1026,6691,91406,121,20570,3309,647,402,11207,55611,66,21112,212,7379,950,3852,169,18200,1825,184,2063,2482,97,168,3068,3791
812,2019,NEW JERSEY,Over 18,0,0,244374,212,1188,20078,8253,768,91,121,303,885,6181,89375,101,19399,2875,474,0,10106,52652,62,21045,197,7323,924,3797,108,16628,1408,172,1597,1984,97,160,2567,3186
813,2020,NEW JERSEY,Under 18,8882371,577,8448,64,136,1442,717,1,64,0,42,94,333,1448,40,554,336,134,217,594,1771,3,60,6,35,20,40,19,932,202,18,324,444,2,10,362,407
814,2020,NEW JERSEY,Total all ages,0,0,168018,480,1105,16124,8937,300,430,50,327,778,6665,47699,159,18869,2783,587,217,7577,37799,69,14316,107,2658,580,1885,65,12595,927,164,1781,2448,56,143,2828,3636
815,2020,NEW JERSEY,Over 18,0,0,159570,416,969,14682,8220,299,366,50,285,684,6332,46251,119,18315,2447,453,0,6983,36028,66,14256,101,2623,560,1845,46,11663,725,146,1457,2004,54,133,2466,3229
816,2021,NEW JERSEY,Under 18,1650076,64,705,0,6,81,156,1,0,0,4,2,62,90,3,53,12,15,1,30,33,0,6,0,0,0,1,0,51,2,0,90,140,0,0,8,101
817,2021,NEW JERSEY,Total all ages,0,0,15032,128,72,1616,1346,77,64,64,37,35,996,3388,15,2532,262,102,1,423,1764,0,1680,22,322,54,90,2,1237,36,39,274,428,0,24,367,825
